,Cell,MSE,Passed,MAPE
4512,APORT11L,52.52,0.010036,9.59
3800,APORT12L,92.12,0.010074,9.74
397,APORT13L,121.65,0.000000,11.23
3701,APORT17L,64.09,0.008021,8.83
470,APORT21L,168.62,0.008049,11.50
2084,APORT22L,305.33,0.010107,13.56
844,APORT23L,364.36,0.010038,16.16
250,APORT24L,179.80,0.040338,11.60
2640,APORT26L,155.11,0.002015,10.36
210,APORT27L,321.14,0.002016,13.61
1072,APORT31L,73.86,0.002016,9.72
502,APORT32L,104.63,0.008008,11.22
3612,APORT33L,93.22,0.000000,10.37
2191,APORT34L,96.56,0.010094,11.66
2850,APORT36L,31.99,0.010032,35.65
325,APORT37L,282.89,0.002043,11.16
410,ARMON11L,115.75,0.012114,12.06
3739,ARMON12L,168.93,0.002016,11.12
2554,ARMON13L,157.00,0.002019,12.72
869,ARMON17L,112.24,0.010038,10.64
4746,ARMON21L,37.75,0.010031,8.95
2199,ARMON22L,82.49,0.008017,9.76
67,ARMON23L,80.41,0.018124,8.42
1089,ARMON24L,48.53,0.000000,9.41
4470,ARMON27L,99.23,0.010029,8.62
2696,ARMON77L,361.69,0.018059,41.25
2113,ATCAH12L,9.40,0.000000,7.55
4591,ATCAH13L,83.35,0.008020,10.82
364,ATCAH17L,14.98,0.000000,6.96
5024,ATCAH27L,51.86,0.010082,8.10
4306,ATCAH37L,72.53,0.010061,8.31
2843,ATMAK11L,7.01,0.010037,6.68
1160,ATMAK21L,23.15,0.010049,8.93
987,ATMAK22L,19.39,0.000000,7.53
4193,ATMAK23L,9.35,0.008000,8.83
3093,ATMAK31L,24.13,0.013868,9.65
5023,ATMAK32L,14.20,0.000000,6.81
2895,ATMAK33L,28.85,0.010095,9.50
158,ATMAK34L,26.17,0.010038,7.54
1182,ATMAK37L,199.35,0.000000,9.57
609,AVANT17L,100.82,0.002045,10.81
3082,AVANT22L,39.48,0.000000,6.70
3560,AVANT23L,61.51,0.010082,6.57
355,AVANT27L,43.14,0.002050,7.68
1105,AVENU11L,8.22,0.012187,5.45
2289,AVENU12L,18.44,0.008030,8.78
